Orden,DNI,Apellido_Paterno,Apellido_Materno,Nombres,Edad,Direccion,Celular,Correo,Ingreso_Anual,Genero,Estado_Civil,Nivel_Educativo,Ocupacion,Fecha_Nacimiento,Nacionalidad,Provincia,Distrito,Centro_Medico,Tipo_Seguro,Fecha_Registro,Historial_Medico,Medicamentos_Recetados,Citas_Anuales,Peso,Altura,IMC,Presion_Arterial,Frecuencia_Cardiaca,Frecuencia_Respiratoria,Temperatura,Grupo_Sanguineo,Factor_RH,Alergias,Cirugias,Vacunas_Al_Dia,Pruebas_Laboratorio,Ultima_Visita,Dias_Hospitalizacion,Horas_Ejercicio_Semanal,Consumo_Alcohol,Tabaquismo,Dieta_Saludable,Nivel_Estres,Nivel_Satisfaccion,Costo_Citas_Anuales,Costo_Tratamiento,Costo_Medicamentos,Satisfaccion_Servicio
437,18619386,Aguilar,Torres,Lynn,65,"3632 Mary Corner
New Tiffany, IL 00907",+51 938470244,aharper@example.com,13968,Femenino,Casado,Secundaria,Quarry manager,1967-09-13,Cyprus,New Mexico,Brittanyfurt,Clínica Salud,Privado,2020-10-21,Diabetes,2,4,77.5,1.62,27.0,120/87,90,12,37.5,O,-,Ninguna,1,No,1,2024-01-14,10,5,Frecuente,No,Sí,9,7,1144,5130,1017,1
438,17086212,Rojas,Owen,Stephen,38,"9294 Zoe Parkways
Lake Rachaelfort, NE 50693",+51 957623800,kathryn01@example.net,36092,Femenino,Casado,Universitario,Prison officer,1971-11-06,Tunisia,Washington,South Kimberly,Hospital Central,Público,2023-03-21,Cardiopatía,4,8,52.2,1.84,29.0,137/64,81,18,36.6,O,+,Ninguna,2,No,5,2024-03-01,7,0,Ninguno,Sí,Sí,8,3,504,5002,4603,4
439,25664594,Howell,Jenkins,Michael,21,"85021 Mcfarland Well
North Jacqueline, AZ 24129",+51 944675473,patricia56@example.com,28080,Masculino,Divorciado,Universitario,Museum/gallery exhibitions officer,1975-06-03,Botswana,Ohio,New Edward,Hospital Central,Privado,2022-07-13,Hipertensión,4,2,58.5,1.89,31.5,106/65,78,17,37.1,A,-,Medicamentos,2,Sí,10,2024-11-29,2,5,Frecuente,Sí,No,4,4,1640,9682,1147,4
440,58452690,Marshall,Roberts,Michael,21,"PSC 9308, Box 0445
APO AA 13249",+51 955679506,jasongraham@example.net,22439,Femenino,Viudo,Secundaria,Secretary/administrator,1949-11-29,Azerbaijan,Georgia,East Kevin,Clínica Salud,Público,2024-07-24,Hipertensión,3,9,66.8,1.76,29.5,133/78,92,13,37.9,B,-,Medicamentos,0,Sí,8,2024-04-26,9,6,Frecuente,Sí,Sí,10,1,517,3997,4992,1
441,61932056,Lynch,Santos,Brandon,55,"017 Cody Underpass Suite 579
Rachaelmouth, DE 66213",+51 947535126,joshuamccarty@example.com,18005,Femenino,Viudo,Técnico,"Engineer, agricultural",1954-03-08,Palestinian Territory,North Dakota,Florestown,Clínica Salud,Privado,2020-12-24,Cardiopatía,2,4,93.6,1.84,19.7,110/85,70,14,36.7,A,-,Alimentos,3,Sí,3,2024-08-20,14,6,Frecuente,Sí,Sí,7,4,275,9143,4391,4
442,78631233,Yates,Acosta,Dawn,48,"556 Richard Bypass Suite 647
Lake Maryland, ID 16986",+51 990014570,jane95@example.net,39800,Femenino,Soltero,Universitario,Environmental manager,1980-12-23,Turkmenistan,Wisconsin,Keithberg,Clínica Salud,Privado,2021-06-12,Cardiopatía,2,8,93.1,2.0,32.8,108/66,65,12,38.2,AB,+,Ninguna,1,No,5,2024-08-25,13,5,Ninguno,Sí,Sí,2,10,362,9656,207,4
443,24394194,Reed,Roberts,Christopher,50,"1675 Erik Crossing
Wisefort, SC 89038",+51 947080140,qbates@example.net,16007,Masculino,Casado,Universitario,Manufacturing engineer,1988-05-17,Paraguay,Hawaii,Bergerside,Hospital Central,Mixto,2023-01-28,Cardiopatía,4,7,58.1,1.66,27.0,95/73,77,19,39.0,A,+,Polen,0,Sí,10,2024-04-07,10,8,Frecuente,Sí,No,1,2,320,1055,2102,2
444,30076902,Thompson,Dodson,Michael,76,"5229 Wayne Brooks Suite 497
Thompsonport, CT 18744",+51 984597009,corey74@example.com,23900,Femenino,Divorciado,Universitario,Charity officer,1998-01-19,Central African Republic,New Jersey,Shannonstad,Hospital Central,Privado,2023-11-13,Cardiopatía,2,5,57.2,1.51,33.9,113/65,83,12,37.3,A,-,Medicamentos,0,Sí,0,2024-06-29,12,8,Ocasional,No,No,3,2,1403,3442,3190,4
445,28814330,Leon,Johnson,Julian,72,"USCGC Spencer
FPO AP 32619",+51 911362459,leeannette@example.net,49134,Femenino,Divorciado,Primaria,"Therapist, horticultural",1999-08-19,Tajikistan,Minnesota,South Frankville,Centro Médico Familiar,Privado,2023-05-08,Hipertensión,5,6,88.5,1.5,27.7,115/88,86,16,38.6,O,-,Ninguna,0,Sí,3,2024-05-18,15,3,Frecuente,Sí,Sí,10,2,1992,1320,2834,5
446,25026559,Harper,Potter,Deborah,51,"21964 Johnson Keys
Obrienmouth, IL 02066",+51 979340535,wolfezachary@example.com,11399,Femenino,Soltero,Primaria,"Librarian, academic",1962-09-04,Kiribati,Virginia,East Danielleport,Centro Médico Familiar,Mixto,2020-03-20,Ninguno,3,3,52.6,1.53,26.8,114/90,83,18,36.4,A,+,Polen,1,Sí,4,2024-02-09,0,3,Ninguno,Sí,No,1,5,441,6363,3968,2
447,11099406,Maxwell,Booth,Andrew,28,"0159 Ross Walk
Taylorberg, NC 71547",+51 935643159,johnny06@example.org,13314,Masculino,Viudo,Universitario,Arts administrator,1985-09-06,Mexico,Utah,Lake Justinmouth,Centro Médico Familiar,Privado,2020-01-08,Diabetes,5,1,65.4,1.71,18.8,126/67,100,13,37.0,AB,+,Ninguna,0,No,4,2024-03-14,10,9,Frecuente,No,Sí,9,3,502,7876,4174,1
448,14899815,Lee,Brewer,Sharon,21,"4060 Kristina Court Suite 121
East Connormouth, VI 58648",+51 921490777,oeaton@example.com,31856,Masculino,Divorciado,Técnico,Event organiser,1945-01-18,Nepal,Louisiana,Crystalfort,Hospital Central,Mixto,2022-08-04,Diabetes,1,9,86.5,1.76,25.9,91/90,75,13,38.4,A,-,Ninguna,0,No,6,2024-11-20,10,8,Frecuente,Sí,No,8,9,420,6591,2261,3
449,65785130,Thompson,Bentley,Mark,79,"823 White Squares
South Jennachester, OK 96048",+51 942394260,angelawalker@example.net,25962,Femenino,Viudo,Técnico,"Administrator, arts",1950-07-13,Northern Mariana Islands,New York,Lake Karenport,Centro Médico Familiar,Privado,2024-09-23,Cardiopatía,5,9,98.0,1.84,25.1,91/89,69,12,36.1,AB,+,Polen,1,No,9,2024-01-10,10,7,Ninguno,No,Sí,2,2,1119,1023,2423,1
450,20644628,Castro,Wilson,Sara,50,"8178 Hunt Parks Apt. 457
West Alexischester, FL 08992",+51 964549859,markparrish@example.com,18252,Femenino,Divorciado,Universitario,Careers adviser,1974-11-04,Ireland,California,Port Allen,Clínica Salud,Público,2021-03-09,Ninguno,0,2,64.4,1.68,28.1,125/80,93,20,38.4,AB,+,Polen,1,Sí,4,2024-03-23,11,4,Ocasional,No,No,9,8,458,8881,4983,4
451,16182232,Brown,Moore,Andrew,23,"USNV Sims
FPO AA 12121",+51 975575808,colleendiaz@example.com,47000,Masculino,Divorciado,Universitario,Hotel manager,1968-11-13,Tuvalu,Alabama,Shelbyton,Clínica Salud,Mixto,2023-11-28,Hipertensión,5,5,59.0,1.86,30.6,129/80,86,12,37.2,AB,-,Medicamentos,0,No,5,2024-11-07,14,1,Ninguno,No,Sí,3,9,505,4168,1080,5
452,31569235,Sexton,Riley,Richard,72,"8494 Juan Curve
Stuartview, CT 06878",+51 984514489,jonespatrick@example.com,23448,Masculino,Casado,Técnico,Make,1975-12-30,Anguilla,North Dakota,Samuelport,Clínica Salud,Público,2022-09-23,Hipertensión,1,8,94.9,1.63,23.1,104/89,74,16,38.4,B,-,Ninguna,3,Sí,9,2024-11-13,4,1,Ninguno,No,No,8,6,1680,4069,3503,2
453,22985148,Rodriguez,Olson,Mary,29,"1464 Franklin Highway Apt. 450
Johnsonburgh, MT 80865",+51 942255732,hcase@example.net,14496,Masculino,Viudo,Primaria,Media planner,1984-08-22,Palau,South Carolina,East Anthonyfurt,Centro Médico Familiar,Mixto,2022-03-19,Diabetes,3,5,98.0,1.52,37.6,95/74,68,18,38.3,B,-,Polen,0,No,6,2024-11-04,14,3,Frecuente,No,No,5,3,350,2777,125,1
454,14427916,Bennett,Arnold,Chris,22,"7611 Jeremy Turnpike
Lake Leviton, WA 78254",+51 973900135,melanie89@example.com,46320,Femenino,Divorciado,Primaria,"Administrator, local government",1948-02-17,Azerbaijan,Rhode Island,North Nancymouth,Clínica Salud,Privado,2021-12-29,Cardiopatía,5,4,50.2,1.81,34.4,102/68,87,18,36.7,AB,-,Ninguna,3,Sí,4,2024-05-26,15,2,Ninguno,No,No,10,3,778,6019,1850,2
455,82069793,Pittman,Baker,Nathan,56,"351 John Path Suite 760
Foxshire, VA 67626",+51 996691619,johnsonryan@example.net,23576,Masculino,Casado,Universitario,Chief Executive Officer,1951-05-21,Equatorial Guinea,North Carolina,Jacquelinemouth,Hospital Central,Mixto,2024-07-07,Ninguno,1,6,88.3,1.53,27.4,134/87,86,13,38.2,A,-,Medicamentos,3,No,8,2024-08-22,6,5,Frecuente,Sí,Sí,7,9,1777,7960,3309,2
456,61671314,Jones,Young,Hayley,22,"409 Reyes Inlet Apt. 254
East Karenport, TN 86128",+51 975876924,elee@example.com,48429,Masculino,Divorciado,Técnico,Sports administrator,1995-01-08,Kyrgyz Republic,West Virginia,Schmidtview,Hospital Central,Privado,2022-10-02,Diabetes,0,1,50.6,1.8,28.0,100/61,86,18,37.0,A,-,Polen,0,No,8,2024-04-25,5,7,Frecuente,Sí,No,9,3,881,5115,3113,2
457,19978407,Phillips,Chandler,Jesus,61,"432 Hunter Flats Suite 798
New Joshua, KY 77162",+51 970152969,dmelton@example.com,24152,Masculino,Casado,Primaria,Forensic psychologist,1999-12-12,San Marino,Tennessee,Lake John,Clínica Salud,Público,2022-11-20,Ninguno,1,4,74.9,1.95,22.0,115/79,89,15,36.6,O,-,Polen,0,Sí,10,2024-09-03,12,9,Frecuente,No,No,1,4,1608,5455,2932,3
458,35967690,Lopez,Cummings,Jeffrey,73,"4413 Spencer Stream
Brownhaven, DC 05327",+51 912314351,catherine42@example.net,25269,Masculino,Casado,Universitario,Medical laboratory scientific officer,1970-09-09,Canada,Washington,New Zacharytown,Clínica Salud,Privado,2024-10-17,Cardiopatía,4,2,74.9,1.61,34.2,117/79,93,12,36.2,B,-,Ninguna,2,Sí,10,2024-11-02,8,7,Ninguno,Sí,Sí,5,1,855,4268,1197,3
459,31545585,Anderson,Chavez,Gwendolyn,33,"804 Martin Branch
West Brian, NH 65519",+51 922489409,mayerchristopher@example.com,31532,Femenino,Viudo,Secundaria,Building services engineer,1954-11-14,Burundi,Utah,East Kelly,Hospital Central,Mixto,2021-09-26,Cardiopatía,3,4,90.4,1.8,37.8,106/64,83,19,38.8,O,+,Polen,3,Sí,3,2024-04-11,12,0,Frecuente,Sí,No,10,6,1386,7585,574,2
460,19991119,Lopez,Phillips,Misty,43,"5573 Pierce Ridge Apt. 670
Port Walter, VT 65546",+51 949491631,janevelez@example.com,19670,Femenino,Casado,Universitario,"Sales professional, IT",1955-10-23,Maldives,Louisiana,West Michele,Clínica Salud,Privado,2023-05-03,Diabetes,2,7,80.4,1.56,34.2,95/90,61,18,39.0,A,+,Medicamentos,3,No,1,2024-09-21,1,10,Ninguno,No,Sí,2,3,689,6847,724,1
461,12514635,White,Murphy,Dennis,25,"21571 Adrienne Spurs Apt. 099
Hancockhaven, GA 54402",+51 939742165,rowlandjohnathan@example.com,49058,Femenino,Divorciado,Secundaria,Medical physicist,1968-02-05,Greece,Maine,Kristatown,Hospital Central,Mixto,2020-03-06,Cardiopatía,4,6,74.7,1.98,27.4,113/65,88,19,38.4,A,-,Medicamentos,1,No,9,2024-02-07,2,6,Frecuente,Sí,No,9,5,1671,2574,2649,4
462,98052142,Young,Welch,Diana,78,"010 Reyes Drive
Brownside, MD 02748",+51 964277800,stephenstephenson@example.org,10185,Masculino,Soltero,Universitario,Veterinary surgeon,1995-01-02,South Georgia and the South Sandwich Islands,Alabama,South Sarahborough,Centro Médico Familiar,Privado,2022-02-19,Ninguno,4,1,60.8,1.54,36.5,126/63,69,18,38.1,B,-,Alimentos,1,No,2,2024-01-11,15,7,Frecuente,Sí,Sí,8,9,1186,7224,680,3
463,68359749,Compton,Swanson,Frederick,74,"10373 Dean Prairie Suite 405
South Rebecca, HI 46400",+51 942655866,sarah08@example.com,28171,Masculino,Divorciado,Técnico,"Programmer, systems",1947-03-14,Cameroon,Texas,Danielchester,Centro Médico Familiar,Privado,2021-05-15,Ninguno,5,3,83.0,1.8,31.4,90/82,60,13,36.7,AB,-,Polen,2,No,1,2024-08-01,11,3,Ocasional,Sí,No,3,1,1091,8730,1109,1
464,63015878,Ward,Paul,Laura,54,"79038 Frederick Green
Thompsonberg, MS 63788",+51 951098277,jacksondawn@example.net,19482,Femenino,Divorciado,Técnico,IT sales professional,1988-11-18,Mauritania,Indiana,West Justinmouth,Hospital Central,Público,2024-04-30,Diabetes,5,5,72.7,1.69,21.6,123/73,93,17,38.6,O,-,Ninguna,3,No,3,2024-07-27,2,4,Ninguno,No,Sí,8,9,1039,4215,4408,3
465,85225214,Frederick,Cole,Angelica,33,"47605 Daniel Drives
Port Rebekahview, OH 95581",+51 999115205,holderryan@example.org,18519,Femenino,Casado,Técnico,Charity fundraiser,1993-07-29,Nauru,Michigan,Jasonshire,Centro Médico Familiar,Mixto,2021-12-29,Cardiopatía,5,10,72.1,1.88,25.0,139/89,64,12,37.6,A,+,Medicamentos,0,No,4,2024-05-08,6,9,Ocasional,No,Sí,5,9,451,5012,4810,5
466,75969433,Myers,Davenport,Michael,55,"2984 Schmidt Plain
South Eric, PR 72290",+51 988055069,henryemily@example.net,45403,Femenino,Divorciado,Técnico,Location manager,1965-12-05,Poland,Mississippi,Shepherdport,Centro Médico Familiar,Público,2020-01-03,Hipertensión,0,2,80.1,1.82,39.8,119/86,65,19,36.6,AB,-,Medicamentos,3,No,2,2024-04-08,11,9,Ninguno,Sí,Sí,3,1,1519,6320,2449,4
467,46755202,Landry,Watkins,Erik,56,"4410 Melissa Mountain Suite 574
Smithshire, CO 92166",+51 959529086,gonzalezbenjamin@example.org,26426,Femenino,Casado,Secundaria,Product manager,1974-05-06,Lao People's Democratic Republic,Missouri,East Adamside,Hospital Central,Mixto,2023-10-05,Cardiopatía,1,7,50.3,1.9,29.8,133/75,81,20,37.9,AB,+,Alimentos,1,Sí,4,2024-11-06,9,6,Ocasional,Sí,No,1,7,1568,1750,991,1
468,32054537,Mcdaniel,Davis,Elizabeth,20,"882 Cardenas Plaza Apt. 681
Cervantesborough, MS 12891",+51 973519947,kathleen18@example.org,21435,Masculino,Viudo,Universitario,Public affairs consultant,1970-03-10,Martinique,Iowa,West Spencer,Clínica Salud,Mixto,2023-03-11,Diabetes,3,4,94.1,1.59,25.7,97/67,80,17,36.2,AB,-,Alimentos,0,Sí,9,2024-07-06,9,0,Ocasional,Sí,No,5,3,1575,6507,4517,3
469,72973433,Jones,Fletcher,Bryan,57,"PSC 6381, Box 0793
APO AA 11968",+51 984285882,barkerjoanna@example.net,17204,Masculino,Casado,Técnico,Cabin crew,1967-06-23,Zambia,Virginia,East Markborough,Centro Médico Familiar,Mixto,2021-02-14,Diabetes,5,1,63.9,1.56,38.6,135/66,85,15,37.5,A,+,Alimentos,1,Sí,1,2024-08-06,10,1,Ocasional,Sí,No,10,3,1330,6847,2494,4
470,33420674,Cunningham,Alexander,Mark,23,"4580 Cassandra Brook Suite 322
Greenport, MD 42150",+51 981259135,fhoward@example.net,11689,Femenino,Viudo,Primaria,Print production planner,1983-11-13,New Zealand,Texas,East Shawnport,Clínica Salud,Público,2024-06-30,Hipertensión,0,1,81.4,1.59,31.2,102/90,70,13,38.9,A,+,Alimentos,1,Sí,2,2024-09-04,14,0,Frecuente,No,Sí,6,1,1693,8723,1950,5
471,59517946,Beard,Miller,Rebecca,44,"793 Hunter Port
South Andrealand, WV 99591",+51 956138336,cheryl47@example.org,18637,Femenino,Soltero,Primaria,Make,2004-11-10,North Macedonia,Ohio,North Courtney,Clínica Salud,Público,2024-07-05,Diabetes,0,10,91.0,1.65,26.6,140/68,87,13,36.2,B,+,Polen,1,Sí,8,2024-03-13,14,10,Ocasional,Sí,No,7,8,1403,4951,1995,2
472,99109511,Martinez,Carson,Raymond,60,"9544 Emily Street Suite 841
Sarachester, PR 42164",+51 967110154,kmartin@example.net,10973,Femenino,Divorciado,Primaria,"Psychologist, sport and exercise",1973-07-10,Benin,Mississippi,Brendafurt,Centro Médico Familiar,Público,2022-07-02,Diabetes,1,8,60.4,1.83,18.6,108/83,63,12,39.0,AB,-,Medicamentos,1,No,9,2024-05-06,0,5,Ocasional,Sí,No,2,3,819,9724,3352,1
473,17879302,Foster,Henderson,Valerie,55,"578 Tanya Greens
Hudsontown, NV 92504",+51 983871890,umccullough@example.org,33477,Femenino,Viudo,Universitario,Records manager,1946-02-25,El Salvador,Vermont,Colemanberg,Clínica Salud,Público,2023-02-16,Hipertensión,3,10,59.2,1.54,32.2,121/72,85,13,38.8,O,+,Polen,1,No,10,2024-05-05,4,4,Ocasional,Sí,No,3,3,1652,6462,4440,5
474,60962372,Burton,Russo,Robert,54,"81647 Robinson Glen
East Elizabeth, FM 50662",+51 954398056,justin79@example.org,25593,Masculino,Soltero,Primaria,"Scientist, product/process development",1952-06-14,French Guiana,North Dakota,Rodriguezfort,Clínica Salud,Público,2022-02-24,Hipertensión,4,3,52.8,1.73,24.4,98/73,62,15,36.4,B,+,Polen,3,No,6,2024-11-23,5,8,Ocasional,Sí,No,2,4,629,9079,4010,2
475,61418451,Thornton,Thomas,Dawn,51,"PSC 6076, Box 2258
APO AE 79343",+51 957219209,smithmaurice@example.net,48591,Masculino,Casado,Primaria,Clothing/textile technologist,1956-07-27,Canada,Louisiana,Johnborough,Centro Médico Familiar,Público,2021-03-24,Ninguno,3,6,67.5,2.0,22.3,103/79,69,14,36.5,AB,+,Medicamentos,3,No,5,2024-05-19,11,5,Ninguno,No,Sí,4,10,1169,4728,2909,1
476,65888386,George,Austin,Matthew,38,"USS Gomez
FPO AP 17728",+51 970900658,rodriguezpatrick@example.com,31218,Masculino,Soltero,Secundaria,Licensed conveyancer,1949-07-01,Czech Republic,South Carolina,Lake Tara,Centro Médico Familiar,Privado,2024-06-22,Diabetes,0,2,57.3,1.88,28.4,103/86,96,20,37.6,O,-,Alimentos,2,No,9,2024-11-19,13,7,Frecuente,No,Sí,8,6,1543,8058,316,5
477,50679338,Cox,Nicholson,Anthony,77,"676 Perez Via Suite 126
Freemanfurt, NH 12150",+51 946361787,rebecca59@example.org,11034,Masculino,Viudo,Universitario,"Research officer, political party",1957-06-10,Tokelau,Hawaii,Kathyport,Clínica Salud,Público,2020-04-27,Hipertensión,0,4,51.6,1.85,30.7,108/83,63,16,38.4,O,-,Ninguna,2,Sí,9,2024-01-23,13,4,Ocasional,No,Sí,8,10,269,1269,4905,2
478,54334640,Roy,Howard,Heather,34,"20354 Schneider Harbors
Dominguezburgh, NE 64672",+51 951154241,jonesjessica@example.org,21419,Femenino,Divorciado,Universitario,Chief Financial Officer,1983-02-20,Niger,New Mexico,Cantrellside,Clínica Salud,Público,2020-11-28,Ninguno,2,3,78.9,1.83,38.2,133/66,100,17,36.6,B,+,Medicamentos,0,No,9,2024-04-30,0,1,Ninguno,Sí,No,4,5,945,2249,1241,3
479,11374333,Medina,Garcia,Nicole,31,"202 Hawkins Island Apt. 295
East Jeremiah, ID 67361",+51 943742830,quinnjohn@example.org,27391,Femenino,Soltero,Primaria,"Radiographer, therapeutic",2004-08-20,Comoros,Massachusetts,Brianfurt,Clínica Salud,Mixto,2020-07-22,Diabetes,1,8,80.2,1.89,22.8,116/65,93,18,37.5,AB,+,Polen,3,Sí,4,2024-02-20,9,7,Ninguno,No,Sí,1,8,520,2690,3436,5
480,28858854,Newman,Anderson,Samantha,60,"0131 Sutton Field
Rodriguezchester, LA 39770",+51 940942292,andersonkenneth@example.net,13434,Masculino,Soltero,Universitario,Information systems manager,1996-10-26,Macao,Indiana,Lake Jenniferland,Hospital Central,Mixto,2022-05-26,Hipertensión,2,2,66.6,1.63,36.4,116/85,78,19,37.3,A,+,Polen,2,Sí,9,2024-02-08,15,2,Ocasional,Sí,Sí,7,4,1000,3244,1695,4
481,77839362,Moyer,Valencia,Douglas,63,"242 Miles Shoals Suite 065
South Kelly, MD 04225",+51 926194158,xross@example.com,18307,Femenino,Casado,Secundaria,Stage manager,1968-07-26,India,New Hampshire,Port Joshuaview,Hospital Central,Mixto,2023-05-27,Diabetes,0,10,54.4,1.89,24.7,99/60,86,19,37.4,B,-,Alimentos,2,No,10,2024-10-25,7,1,Frecuente,Sí,No,3,8,592,4789,1497,4
482,18307846,Wilson,Kirk,Vernon,38,"PSC 8666, Box 5749
APO AE 72115",+51 935848226,jennifer24@example.org,37588,Femenino,Casado,Secundaria,"Scientist, research (physical sciences)",1972-11-20,Madagascar,Mississippi,Samuelborough,Clínica Salud,Público,2023-06-04,Ninguno,4,6,55.4,1.64,29.0,108/68,85,14,36.5,B,-,Alimentos,3,No,7,2024-02-02,12,5,Frecuente,Sí,Sí,7,3,906,7729,1391,5
483,45781806,Gonzalez,Kennedy,Steven,33,"1998 Hudson Plains
East Ricky, NC 43813",+51 952352128,patricia90@example.net,44477,Femenino,Divorciado,Técnico,Special effects artist,1976-02-29,United Kingdom,Illinois,Leblancshire,Centro Médico Familiar,Mixto,2024-10-07,Cardiopatía,0,1,99.7,1.53,36.2,105/79,95,15,36.6,B,+,Alimentos,3,No,3,2024-10-11,4,6,Frecuente,No,No,1,2,335,1718,1866,1
484,68651898,Atkins,Freeman,Theodore,34,"PSC 0639, Box 8467
APO AE 31521",+51 926046365,plane@example.org,17448,Masculino,Casado,Secundaria,Land/geomatics surveyor,1980-04-30,Sri Lanka,Colorado,Anneview,Hospital Central,Privado,2021-06-18,Diabetes,5,1,58.1,1.69,25.0,118/89,79,14,37.3,O,-,Alimentos,0,Sí,2,2024-09-14,12,2,Ocasional,Sí,No,5,4,300,4358,4243,5
485,51518556,Shaw,Best,Jennifer,43,"0076 Hernandez Lane Suite 880
South Michaelstad, MH 38673",+51 981922443,shelleybrock@example.com,14165,Femenino,Viudo,Técnico,Marketing executive,2006-11-10,Macao,Arkansas,Stewartshire,Hospital Central,Privado,2023-02-16,Diabetes,3,6,64.2,2.0,31.1,105/71,80,12,37.8,AB,-,Medicamentos,3,No,0,2024-09-29,3,2,Ninguno,Sí,Sí,3,3,264,8652,1311,5
486,48344413,Neal,Walker,Monique,26,"268 Miller Wells
Port Bradley, KY 88695",+51 934850391,david09@example.com,41211,Femenino,Viudo,Primaria,Occupational psychologist,1984-10-25,Comoros,Pennsylvania,Natashahaven,Clínica Salud,Mixto,2021-10-26,Diabetes,3,3,83.0,1.63,29.1,127/81,82,12,36.9,A,+,Medicamentos,3,No,3,2024-01-27,3,9,Frecuente,Sí,No,4,10,1922,7756,702,5
487,51807668,Thompson,Guzman,Melinda,60,"9789 Brian Land
Johnhaven, NJ 77135",+51 935708194,billycabrera@example.com,39378,Masculino,Soltero,Técnico,"Engineer, communications",1950-11-14,Uruguay,Nevada,East Dianehaven,Hospital Central,Mixto,2022-01-25,Diabetes,4,9,85.0,1.91,34.4,131/74,60,14,37.7,AB,-,Ninguna,3,No,3,2024-07-12,12,4,Frecuente,No,No,6,1,1947,9765,2067,3
488,13854472,Jackson,Smith,Ryan,59,"78762 Bailey Manors
North Aliceland, NJ 36177",+51 939042654,daniel07@example.org,33726,Masculino,Casado,Técnico,Speech and language therapist,1989-01-15,Algeria,Oklahoma,Ashleyton,Clínica Salud,Público,2024-04-08,Hipertensión,5,2,78.6,1.59,23.3,95/60,77,16,38.9,B,+,Alimentos,1,No,1,2024-10-20,6,9,Frecuente,No,Sí,10,2,1845,2189,3796,2
489,94460218,Mccall,Rojas,Angela,37,"981 Sharp Garden Apt. 241
Marcuschester, RI 25938",+51 974988034,johnsonerin@example.net,43635,Masculino,Casado,Primaria,Mudlogger,2001-05-19,Bahrain,Michigan,North Adamview,Centro Médico Familiar,Mixto,2024-08-19,Cardiopatía,4,3,78.1,1.53,35.5,120/64,93,18,36.6,O,+,Alimentos,0,No,9,2024-11-19,6,3,Ninguno,Sí,Sí,8,7,716,2681,2352,4
490,40452561,Williams,Simon,Jeffrey,47,"899 Susan Crossroad
Lake Robin, FL 43899",+51 947111151,charlesperkins@example.net,48906,Masculino,Soltero,Técnico,Patent examiner,2006-02-12,Greenland,Oklahoma,Lake Joshuaville,Clínica Salud,Mixto,2023-02-27,Diabetes,2,8,98.3,1.99,21.8,110/82,99,20,38.6,O,+,Polen,2,Sí,2,2024-11-16,3,8,Ninguno,No,No,4,3,997,9987,2845,5
491,18216429,Gray,Barnes,Alexander,38,"49003 Brock Row
South Brittanyborough, IL 04293",+51 989133014,bellkimberly@example.org,17146,Femenino,Divorciado,Secundaria,Psychotherapist,2006-05-04,Palau,Colorado,Johnsonborough,Centro Médico Familiar,Mixto,2021-04-23,Hipertensión,5,4,87.5,1.6,25.0,115/81,69,17,37.4,B,+,Medicamentos,3,Sí,2,2024-08-07,9,1,Ocasional,No,Sí,8,1,582,8229,2866,5
492,37040905,Tyler,Coleman,Marissa,77,"622 Franklin Shores Apt. 535
New Anne, MP 99902",+51 980415568,sarah63@example.com,39622,Masculino,Casado,Primaria,Graphic designer,1959-05-03,Czech Republic,Alaska,West Michaelbury,Hospital Central,Mixto,2022-12-23,Cardiopatía,4,6,68.0,1.7,32.3,103/82,85,16,38.9,O,+,Medicamentos,0,Sí,2,2024-07-03,5,7,Ninguno,Sí,Sí,2,5,1864,3223,3526,5
493,74837863,Martinez,Poole,Michael,66,"40475 Lauren Forest
Port Jacqueline, WY 04238",+51 990099897,daniellecampbell@example.org,43019,Femenino,Casado,Universitario,Fish farm manager,1998-07-22,Uganda,Delaware,Holmesmouth,Hospital Central,Público,2020-03-09,Ninguno,0,9,51.8,1.82,32.2,114/82,88,20,37.1,AB,+,Ninguna,3,Sí,7,2024-09-02,5,3,Ninguno,Sí,No,2,8,1219,4616,728,3
494,48616166,Gonzalez,Thompson,Pamela,77,"299 Frances Ports Apt. 169
Lake Scott, OK 87037",+51 947983442,juliebryan@example.org,24519,Masculino,Divorciado,Técnico,"Therapist, speech and language",1947-08-26,Japan,Indiana,Fischerville,Hospital Central,Público,2024-01-15,Ninguno,1,6,88.4,1.55,21.2,117/83,73,14,37.1,O,+,Alimentos,0,No,0,2024-10-22,12,5,Ocasional,No,Sí,3,9,1149,4514,855,5
495,30132537,Rhodes,Moore,Brenda,22,"PSC 0245, Box 3563
APO AP 55823",+51 923492385,jenniferwilson@example.net,12841,Femenino,Casado,Secundaria,Hydrologist,1967-06-17,Bangladesh,Alabama,New Emilyborough,Hospital Central,Mixto,2024-03-09,Ninguno,5,8,66.1,1.77,32.8,128/68,94,14,37.4,AB,-,Polen,2,No,5,2024-05-03,13,9,Ninguno,No,No,3,8,1548,4579,2190,1
